family_id,expansion_level,title,abstract,text,label
67254856,ANTISEED-manual,Method for Providing Asynchronous Reverse Direction Payment by using Affiliated Store&#39;s Mobile Device with Sound Signal Sending and Cryptocurrency,"The present invention relates to an asynchronous reverse payment method using an affiliated store wireless terminal for transmitting a sound wave signal and cryptocurrency, capable of solving various technical and/or security defects, which comprises: a first step of receiving uniquely generated identification (UGID) by an operating server; a second step of generating a one-time authentication code by the operating server; a third step of associating and storing transaction registration information, the UGID, and the authentication code by the operating server; a fourth step of receiving recognition information by the operating server; a fifth step of authenticating validity of the transaction registration information by the operating server; a sixth step of providing transaction information by the operating server; a seventh step of confirming a result of a cryptocurrency transaction procedure; and an eighth step of providing cryptocurrency-based payment result information.","Method for Providing Asynchronous Reverse Direction Payment by using Affiliated Store&#39;s Mobile Device with Sound Signal Sending and Cryptocurrency The present invention relates to an asynchronous reverse payment method using an affiliated store wireless terminal for transmitting a sound wave signal and cryptocurrency, capable of solving various technical and/or security defects, which comprises: a first step of receiving uniquely generated identification (UGID) by an operating server; a second step of generating a one-time authentication code by the operating server; a third step of associating and storing transaction registration information, the UGID, and the authentication code by the operating server; a fourth step of receiving recognition information by the operating server; a fifth step of authenticating validity of the transaction registration information by the operating server; a sixth step of providing transaction information by the operating server; a seventh step of confirming a result of a cryptocurrency transaction procedure; and an eighth step of providing cryptocurrency-based payment result information.",0
64488606,SEED,Blockchain-based set exchange method and apparatus for available resource quotas,"Disclosed are a blockchain-based set exchange method and apparatus for available resource quotas. A blockchain network comprises a management node and object nodes, wherein each object node performs copyright use transactions by taking virtual resources issued by the management node as transaction media. One object node may serve as a user party to provide the virtual resources in some copyright use events, or may serve as a creation party to receive the virtual resources in some copyright use events. For any object node set, when the object node set is selected as a target object by the management node, each object node in the object node set is capable of acquiring certain available resource quotas for determining earning increments corresponding to the object node itself. In addition, the available resource quotas distributed to one object node need to be exchanged by using the virtual resources possessed by the object node.","Blockchain-based set exchange method and apparatus for available resource quotas Disclosed are a blockchain-based set exchange method and apparatus for available resource quotas. A blockchain network comprises a management node and object nodes, wherein each object node performs copyright use transactions by taking virtual resources issued by the management node as transaction media. One object node may serve as a user party to provide the virtual resources in some copyright use events, or may serve as a creation party to receive the virtual resources in some copyright use events. For any object node set, when the object node set is selected as a target object by the management node, each object node in the object node set is capable of acquiring certain available resource quotas for determining earning increments corresponding to the object node itself. In addition, the available resource quotas distributed to one object node need to be exchanged by using the virtual resources possessed by the object node.",1
40229240,ANTISEED-AF,Insulin injection device and its operation method,"The present invention allows the patient to be somewhat cognitively or even visually impaired to use it safely and conveniently without complicated button manipulation, and eliminates the need to learn how to use the hospital for a long time and immediately use it with a brief description. In this way, according to the change in the patient&#39;s condition, the already set insulin dosage can be automatically adjusted within the appropriate range and infused into the patient, so that the blood sugar control of the patient can be more accurately performed.","Insulin injection device and its operation method The present invention allows the patient to be somewhat cognitively or even visually impaired to use it safely and conveniently without complicated button manipulation, and eliminates the need to learn how to use the hospital for a long time and immediately use it with a brief description. In this way, according to the change in the patient&#39;s condition, the already set insulin dosage can be automatically adjusted within the appropriate range and infused into the patient, so that the blood sugar control of the patient can be more accurately performed.",0
51298333,ANTISEED-manual,Data security service,,Data security service,0
8563373,ANTISEED-manual,Two-way short message service for I-mode,"The invention relates to the
transmission of short messages between
two different mobile communication networks.
The method and system comprise a
gateway GW, on which are stored a number
of customer-specific service identifiers
and, corresponding to these, the customer&#39;s
actual address or number in the
home network. In addition, the system
comprises the equipments of the sending
and receiving mobile communication networks.
When messages are to be sent to
the alien mobile communication network,
the customer-specific service identifier
constitutes the user identity, which is
transmitted as the sender number of the
messages. When a response to the message
is to be sent, this service number, on
the basis of which the message is routed
to the gateway GW, which performs the
conversions required for the forwarding
of the message, such as chopping of the
message or removal of special characters,
and forwards the message to the
target address or number corresponding
to the service identifier.","Two-way short message service for I-mode The invention relates to the transmission of short messages between two different mobile communication networks. The method and system comprise a gateway GW, on which are stored a number of customer-specific service identifiers and, corresponding to these, the customer&#39;s actual address or number in the home network. In addition, the system comprises the equipments of the sending and receiving mobile communication networks. When messages are to be sent to the alien mobile communication network, the customer-specific service identifier constitutes the user identity, which is transmitted as the sender number of the messages. When a response to the message is to be sent, this service number, on the basis of which the message is routed to the gateway GW, which performs the conversions required for the forwarding of the message, such as chopping of the message or removal of special characters, and forwards the message to the target address or number corresponding to the service identifier.",0
7145007,ANTISEED-AF,"Device for the production of hollow bodies, such as pipes, boxes or the like, made of concrete or other ceramic masses",,"Device for the production of hollow bodies, such as pipes, boxes or the like, made of concrete or other ceramic masses",0
70497233,SEED,Data interaction system based on block chain technology,"The invention relates to an internal data interaction system based on a blockchain technology, which comprises a blockchain network and a data interaction platform established based on the blockchain network, wherein the platform at least comprises a first terminal wallet and at least one second terminal wallet; the functionality of the first terminal wallet is configured to: generating and storing a first pass certificate, and distributing the first pass certificate to a second terminal wallet according to a preset rule; the functionality of the second terminal wallet is configured to: receiving a first pass certificate distributed by the first terminal wallet according to a preset rule, and generating and storing the first pass certificate; when data interaction is carried out in the data interaction platform, the first terminal wallet can acquire the first certificate transferred by the second terminal wallet in a converted form, and the first certificate in the first terminal wallet cannot be transferred to the second terminal wallet in a converted form. The system can be suitable for multiple dimensions in the data interaction process in an enterprise, and meets the requirements of all data interaction of the enterprise.","Data interaction system based on block chain technology The invention relates to an internal data interaction system based on a blockchain technology, which comprises a blockchain network and a data interaction platform established based on the blockchain network, wherein the platform at least comprises a first terminal wallet and at least one second terminal wallet; the functionality of the first terminal wallet is configured to: generating and storing a first pass certificate, and distributing the first pass certificate to a second terminal wallet according to a preset rule; the functionality of the second terminal wallet is configured to: receiving a first pass certificate distributed by the first terminal wallet according to a preset rule, and generating and storing the first pass certificate; when data interaction is carried out in the data interaction platform, the first terminal wallet can acquire the first certificate transferred by the second terminal wallet in a converted form, and the first certificate in the first terminal wallet cannot be transferred to the second terminal wallet in a converted form. The system can be suitable for multiple dimensions in the data interaction process in an enterprise, and meets the requirements of all data interaction of the enterprise.",1
69883518,SEED,Privileged entity consensus for digital asset creation,"Embodiments of the present invention provide techniques for generating digital tokens corresponding to determined generated real-world assets in a consensus-based authorization framework. In various embodiments, a client device coupled to a real-world asset generating device can determine that a real-world asset has been generated, and based on the determination, generate a request transaction for a digital token corresponding to the determined generated real-world asset. The request can be stored on a distributed ledger so that privileged entities can determine that the request is pending approval. Privileged client devices associated with the privileged entities can then generate approval transactions for generating the digital token corresponding to the determined generated real-world asset. A smart contract stored on the blockchain can determine that each of the privileged entities have authorized the generation of the digital token so that the smart contract can generate the new token, and issue the token to the client device or a public key associated with the client device.","Privileged entity consensus for digital asset creation Embodiments of the present invention provide techniques for generating digital tokens corresponding to determined generated real-world assets in a consensus-based authorization framework. In various embodiments, a client device coupled to a real-world asset generating device can determine that a real-world asset has been generated, and based on the determination, generate a request transaction for a digital token corresponding to the determined generated real-world asset. The request can be stored on a distributed ledger so that privileged entities can determine that the request is pending approval. Privileged client devices associated with the privileged entities can then generate approval transactions for generating the digital token corresponding to the determined generated real-world asset. A smart contract stored on the blockchain can determine that each of the privileged entities have authorized the generation of the digital token so that the smart contract can generate the new token, and issue the token to the client device or a public key associated with the client device.",1
70330818,SEED,Method and system for transferring data in a blockchain system,"Embodiments of the present disclosure provide a method and system for transferring data in a blockchain system. The method may include: encrypting, by a first network node in the blockchain system, data into a first blockchain message using a first public key; providing, by the first network node, the first blockchain message to a blockchain; establishing, by the first network node, a computer protocol as an intelligent contract for the data transfer; receiving, by the first network node, a request from a second network node in the blockchain system to obtain the first blockchain message; encrypting, by the first network node, the data in the first blockchain message into a second blockchain message using a second public key according to the request.","Method and system for transferring data in a blockchain system Embodiments of the present disclosure provide a method and system for transferring data in a blockchain system. The method may include: encrypting, by a first network node in the blockchain system, data into a first blockchain message using a first public key; providing, by the first network node, the first blockchain message to a blockchain; establishing, by the first network node, a computer protocol as an intelligent contract for the data transfer; receiving, by the first network node, a request from a second network node in the blockchain system to obtain the first blockchain message; encrypting, by the first network node, the data in the first blockchain message into a second blockchain message using a second public key according to the request.",1
60351670,ANTISEED-AF,A kind of floor ultraviolet disinfecting machine,"A kind of floor ultraviolet disinfecting machine, include shell, control device, battery, ultraviolet sterilization apparatus, infrared induction device, sonar unit, motor, driving wheel and driven pulley, described driving wheel and the motor connection, steering mechanism is additionally provided with driving wheel, steering mechanism is connected with control device, described driving wheel forms triangle relation with driven pulley, adds stability in the horizontal plane；Described motor is connected to control device by electric wire, described control device includes control panel and single-chip microcomputer, described control panel is arranged on shell, and at least provided with a power switch, by turning on the power switch, the circuit for connecting motor and battery connects, so that the floor ultraviolet disinfecting machine travels forward, motion opens ultraviolet sterilization apparatus simultaneously and floor is sterilized, pass through sonar unit and infrared inductor, detection front whether there is barrier, coordinate the steering mechanism on driving wheel, so as to avoiding barrier.","A kind of floor ultraviolet disinfecting machine A kind of floor ultraviolet disinfecting machine, include shell, control device, battery, ultraviolet sterilization apparatus, infrared induction device, sonar unit, motor, driving wheel and driven pulley, described driving wheel and the motor connection, steering mechanism is additionally provided with driving wheel, steering mechanism is connected with control device, described driving wheel forms triangle relation with driven pulley, adds stability in the horizontal plane；Described motor is connected to control device by electric wire, described control device includes control panel and single-chip microcomputer, described control panel is arranged on shell, and at least provided with a power switch, by turning on the power switch, the circuit for connecting motor and battery connects, so that the floor ultraviolet disinfecting machine travels forward, motion opens ultraviolet sterilization apparatus simultaneously and floor is sterilized, pass through sonar unit and infrared inductor, detection front whether there is barrier, coordinate the steering mechanism on driving wheel, so as to avoiding barrier.",0
39249406,ANTISEED-AF,Method for preparing hexangular ordered FePt nano particle array,The process of preparing ordered hexagonal nanometer FePt particle array includes the following steps: 1. self-assembling inverse micelle with amphiphilic block copolymer PS-block-P2VP intoluene; 2. adding metal salts FeCl3 and H2PtCl6 into the inverse micelle solution through stirring for the metal salts FeCl3 and H2PtCl6 to be combined with the P2VP kernel of the inverse micelle to form inverse micelle with supported metal salts; 3. depositing the inverse micelle with supported metal salts onto smooth monocrystalline substrate through dip coating to obtain ordered hexagonal inverse micelle array; and 4. oxygen plasma etching to eliminate copolymer substrate and reduce metal salt into simple substance so as to obtain homogeneous ordered hexagonal nanometer FePt particle array on the monocrystalline substrate.,Method for preparing hexangular ordered FePt nano particle array The process of preparing ordered hexagonal nanometer FePt particle array includes the following steps: 1. self-assembling inverse micelle with amphiphilic block copolymer PS-block-P2VP intoluene; 2. adding metal salts FeCl3 and H2PtCl6 into the inverse micelle solution through stirring for the metal salts FeCl3 and H2PtCl6 to be combined with the P2VP kernel of the inverse micelle to form inverse micelle with supported metal salts; 3. depositing the inverse micelle with supported metal salts onto smooth monocrystalline substrate through dip coating to obtain ordered hexagonal inverse micelle array; and 4. oxygen plasma etching to eliminate copolymer substrate and reduce metal salt into simple substance so as to obtain homogeneous ordered hexagonal nanometer FePt particle array on the monocrystalline substrate.,0
25445135,ANTISEED-manual,Remote radio receiver,"A remote radio receiver includes audio circuitry, a user selection interface, user control circuitry and input/output interface. The audio circuitry is for receiving a digital audio stream and playing extracted audio signals over a speaker. The user control circuitry generates control signals as a result of a user interacting with the user selection interface. The input/output interface provides connection to a remote computer. The input/output interface forwards the digital audio stream from the remote computer to the audio circuitry. The input/output interface forwards the control signals from the user control circuitry to the remote computer.","Remote radio receiver A remote radio receiver includes audio circuitry, a user selection interface, user control circuitry and input/output interface. The audio circuitry is for receiving a digital audio stream and playing extracted audio signals over a speaker. The user control circuitry generates control signals as a result of a user interacting with the user selection interface. The input/output interface provides connection to a remote computer. The input/output interface forwards the digital audio stream from the remote computer to the audio circuitry. The input/output interface forwards the control signals from the user control circuitry to the remote computer.",0
8200043,ANTISEED-AF,Submerged actuator,"A well structure which includes a well housing (12) having an upwardly facing internal shoulder (26) and an internal recess (30) below the shoulder. A tieback (14) is adapted to be landed on the housing internal shoulder and has an upper internal surface and a smaller lower internal surface with a shoulder (46) therebetween. An actuator sleeve (16) has an upper outer portion fitting closely within the upper internal surface of the tieback, a lower outer portion fitting closely with the lower internal surface of the tieback, a downwardly facing external shoulder (44) between the lower and upper outer portions and a lower tapered surface tapering downwardly and inwardly. Latch elements (18) having upper outer tapered surfaces mate with the lower tapered surface on the actuator sleeve. A pressure compensating material (60) is positioned in the annulus between the shoulders (56, 44) and the upper internal surface of the tieback and the lower outer portion of said actuator sleeve so that downward movement of the actuator sleeve within the tieback is not prevented by the trapping of liquid within the annulus.","Submerged actuator A well structure which includes a well housing (12) having an upwardly facing internal shoulder (26) and an internal recess (30) below the shoulder. A tieback (14) is adapted to be landed on the housing internal shoulder and has an upper internal surface and a smaller lower internal surface with a shoulder (46) therebetween. An actuator sleeve (16) has an upper outer portion fitting closely within the upper internal surface of the tieback, a lower outer portion fitting closely with the lower internal surface of the tieback, a downwardly facing external shoulder (44) between the lower and upper outer portions and a lower tapered surface tapering downwardly and inwardly. Latch elements (18) having upper outer tapered surfaces mate with the lower tapered surface on the actuator sleeve. A pressure compensating material (60) is positioned in the annulus between the shoulders (56, 44) and the upper internal surface of the tieback and the lower outer portion of said actuator sleeve so that downward movement of the actuator sleeve within the tieback is not prevented by the trapping of liquid within the annulus.",0
56247881,SEED,Dynamic compression and access method of block chain,"The invention relates to digital cash, such as Bitcoin wallet software, in particular to a dynamic compression and access method of a block chain. The dynamic compression and access method comprises the following steps: operating a digital cash wallet program; when new block data is written into the block chain in an operation process of the digital cash wallet program, dynamically compressing the block data; creating identification information on the compressed block data; and then, when the digital cash wallet program is operated, storing the compressed block which creates the identification information into a block chain database. In the operation process of the digital cash wallet program, the block is dynamically decompressed through an embedded compression function, meanwhile, the compressed block is decompressed through the embedded decompression function, the volume of the whole block chain data becomes small under a premise that data is not damaged, and a storage space is greatly saved; and in addition, the transmission speed of the block chain data is improved, and transmission time is shortened.","Dynamic compression and access method of block chain The invention relates to digital cash, such as Bitcoin wallet software, in particular to a dynamic compression and access method of a block chain. The dynamic compression and access method comprises the following steps: operating a digital cash wallet program; when new block data is written into the block chain in an operation process of the digital cash wallet program, dynamically compressing the block data; creating identification information on the compressed block data; and then, when the digital cash wallet program is operated, storing the compressed block which creates the identification information into a block chain database. In the operation process of the digital cash wallet program, the block is dynamically decompressed through an embedded compression function, meanwhile, the compressed block is decompressed through the embedded decompression function, the volume of the whole block chain data becomes small under a premise that data is not damaged, and a storage space is greatly saved; and in addition, the transmission speed of the block chain data is improved, and transmission time is shortened.",1
71159609,ANTISEED-manual,Face and bar code double-recognition method and device,"The invention provides a face and bar code dual-recognition method, which comprises the steps of networking mobile payment equipment which is arranged in a plurality of scenes and is supported by a face verification circuit, is cooperatively applied with an input device and a printing device, and connecting the mobile payment equipment, an electronic terminal and a server cluster; acquiring parameter data to generate a two-dimensional code image and combining the two-dimensional code image with a face image; when the payment event is triggered, code scanning and non-contact card swiping payment are supported, and the first distance measurement sampling point is monitored, recognition and reading are completed in a buckling and scanning mode. The method is used for decoding a two-dimensional code image by combining with an acquired face image through a preset algorithm, and extracting the characteristics of the combined image through a depth self-learning algorithm, so that efficient and accurate two-dimensional code and face double recognition and payment in a network distribution environment supporting code scanning payment and non-contact card swiping payment in a plurality of scenes with large environmental parameter changes are effectively completed. The present disclosure also provides a device for dual recognition of human face and bar code.","Face and bar code double-recognition method and device The invention provides a face and bar code dual-recognition method, which comprises the steps of networking mobile payment equipment which is arranged in a plurality of scenes and is supported by a face verification circuit, is cooperatively applied with an input device and a printing device, and connecting the mobile payment equipment, an electronic terminal and a server cluster; acquiring parameter data to generate a two-dimensional code image and combining the two-dimensional code image with a face image; when the payment event is triggered, code scanning and non-contact card swiping payment are supported, and the first distance measurement sampling point is monitored, recognition and reading are completed in a buckling and scanning mode. The method is used for decoding a two-dimensional code image by combining with an acquired face image through a preset algorithm, and extracting the characteristics of the combined image through a depth self-learning algorithm, so that efficient and accurate two-dimensional code and face double recognition and payment in a network distribution environment supporting code scanning payment and non-contact card swiping payment in a plurality of scenes with large environmental parameter changes are effectively completed. The present disclosure also provides a device for dual recognition of human face and bar code.",0
57325472,SEED,"Device, method and system for virtual asset transactions","A method and system for digital currency transactions and, more specifically, a method and system for cryptocurrency transactions across ledgers or blockchains.","Device, method and system for virtual asset transactions A method and system for digital currency transactions and, more specifically, a method and system for cryptocurrency transactions across ledgers or blockchains.",1
39925327,ANTISEED-manual,"Electronic settlement system, electronic settlement server, negotiable-value providing apparatus, mobile communication terminal, and electronic settlement method","The present invention provides an electronic settlement system which is similar to cash settlement and which is available even in a game hall. The present invention provides an electronic settlement system including an electronic settlement server, a mobile communication terminal, and a negotiable-value providing apparatus. In the electronic settlement system, the mobile communication terminal acquires, from the negotiable-value providing apparatus, an equipment ID identifying the negotiable-value providing apparatus. The mobile communication terminal then generates a settlement request message containing a user ID identifying a user, a transfer amount corresponding to consideration for a negotiable value, and the equipment ID. The mobile communication terminal then transmits the message to the electronic settlement server. According to the result of a check of the user&#39;s credit status, the electronic settlement server instructs the negotiable-value providing apparatus to provide a negotiable value corresponding to the transfer amount. The electronic settlement server further requests a transfer of an amount corresponding to the transfer amount from the user&#39;s account to a predetermined account. Upon receiving the instruction to provide the negotiable value from the electronic settlement server, the negotiable-value providing apparatus provides the user with rental balls, rental medals, or the like corresponding to the transfer amount.","Electronic settlement system, electronic settlement server, negotiable-value providing apparatus, mobile communication terminal, and electronic settlement method The present invention provides an electronic settlement system which is similar to cash settlement and which is available even in a game hall. The present invention provides an electronic settlement system including an electronic settlement server, a mobile communication terminal, and a negotiable-value providing apparatus. In the electronic settlement system, the mobile communication terminal acquires, from the negotiable-value providing apparatus, an equipment ID identifying the negotiable-value providing apparatus. The mobile communication terminal then generates a settlement request message containing a user ID identifying a user, a transfer amount corresponding to consideration for a negotiable value, and the equipment ID. The mobile communication terminal then transmits the message to the electronic settlement server. According to the result of a check of the user&#39;s credit status, the electronic settlement server instructs the negotiable-value providing apparatus to provide a negotiable value corresponding to the transfer amount. The electronic settlement server further requests a transfer of an amount corresponding to the transfer amount from the user&#39;s account to a predetermined account. Upon receiving the instruction to provide the negotiable value from the electronic settlement server, the negotiable-value providing apparatus provides the user with rental balls, rental medals, or the like corresponding to the transfer amount.",0
