rank,score,record_id,patent_id,domain,title,abstract,candidate_type,source
25,0.85,68729309,68729309,blockchain-and-distributed-ledger-technology-e3,Exchange portal and operating method thereof,"A method of driving an exchange portal is disclosed. According to the present invention, the method comprises the steps of: receiving cryptocurrency holding information from each of at least one cryptocurrency exchange system; providing the cryptocurrency holding information to a specific terminal connected to a specific user account and providing an interface to enable a direct transaction between the specific terminal and a specific exchange; receiving transaction history information from the specific terminal when the direct transaction between the specific terminal and the specific exchange is performed; and storing the transaction history information by blockchaining. Accordingly, transaction efficiency and transaction security can be increased.",positive,in_domain
26,0.85,67254856,67254856,blockchain-and-distributed-ledger-technology-e3,Method for Providing Asynchronous Reverse Direction Payment by using Affiliated Store&#39;s Mobile Device with Sound Signal Sending and Cryptocurrency,"The present invention relates to an asynchronous reverse payment method using an affiliated store wireless terminal for transmitting a sound wave signal and cryptocurrency, capable of solving various technical and/or security defects, which comprises: a first step of receiving uniquely generated identification (UGID) by an operating server; a second step of generating a one-time authentication code by the operating server; a third step of associating and storing transaction registration information, the UGID, and the authentication code by the operating server; a fourth step of receiving recognition information by the operating server; a fifth step of authenticating validity of the transaction registration information by the operating server; a sixth step of providing transaction information by the operating server; a seventh step of confirming a result of a cryptocurrency transaction procedure; and an eighth step of providing cryptocurrency-based payment result information.",positive,in_domain
27,0.85,56247881,56247881,blockchain-and-distributed-ledger-technology-e3,Dynamic compression and access method of block chain,"The invention relates to digital cash, such as Bitcoin wallet software, in particular to a dynamic compression and access method of a block chain. The dynamic compression and access method comprises the following steps: operating a digital cash wallet program; when new block data is written into the block chain in an operation process of the digital cash wallet program, dynamically compressing the block data; creating identification information on the compressed block data; and then, when the digital cash wallet program is operated, storing the compressed block which creates the identification information into a block chain database. In the operation process of the digital cash wallet program, the block is dynamically decompressed through an embedded compression function, meanwhile, the compressed block is decompressed through the embedded decompression function, the volume of the whole block chain data becomes small under a premise that data is not damaged, and a storage space is greatly saved; and in addition, the transmission speed of the block chain data is improved, and transmission time is shortened.",positive,in_domain
28,0.85,59623844,59623844,blockchain-and-distributed-ledger-technology-e3,"Registration / authorization method, apparatus and system","A registration / authorization method, apparatus, and system for solving a technical problem with low security of a conventional authorization technique are provided. The method is applied to an authorization server, and the authorization server is a node in a block chain network, and stores a block chain composed of a plurality of blocks for storing authorization information, and the method is performed by a user apparatus. Transmitting the received registration request message including identity confirmation information for performing identity authentication for the user; assigning authorization information for indicating a service accessible to the user to the user; Writing the identity verification information and the authorization information into a block of the blockchain by an authorization server.",positive,in_domain
29,0.85,71070950,71070950,blockchain-and-distributed-ledger-technology-e3,Shop platform using blockchain,"Disclosed herein are system, method, and computer program product embodiments for tracking shop information using blockchain. In an embodiment, a shop application system may gather information related to a shop using various sensors within the shop. For example, the shop application system may identify a flow rate of traffic within the shop or outside of the shop. The shop application system may securely transmit this information to a blockchain cloud platform to be stored onto a blockchain. The blockchain may also maintain store information from a client application system related to shop ownership or tenancy. In this manner, the blockchain may provide a public means for accessing transactions related to a shop as well as provide confidence in the information provided.",positive,in_domain
30,0.85,59485389,59485389,blockchain-and-distributed-ledger-technology-e3,Blockchain-implemented method and system,"The invention provides a computer-implemented control method and corresponding system. The method may control or influence a device, system or other resource such as a technical process. The invention can provide a mechanism for emulating or otherwise executing the functionality of a logic gate via a computer-based distributed ledger (blockchain). This may be the Bitcoin blockchain or an alternative network/protocol. The invention provides logic embedded within a redeem script such that it determines which particular private keys have been used to sign an unlocking script, and then interprets the provision of those keys in accordance with a predetermined function. In a preferred embodiment, the method may comprise the steps of providing a blockchain Transaction comprising a redeem script for an output, wherein the redeem script: i) specifies a plurality of public keys, each associated with a corresponding private key; and wherein each public key is uniquely associated with a potential state of at least one data source; and ii) comprises logic arranged to provide a result based on which of the plurality of associated private key(s) is used to sign the unlocking script; wherein a minimum number of said private keys must be used to sign an unlocking script of a further blockchain Transaction in order to spend the output. Preferably, the logic is arranged to implement the functionality of a logic gate such as a NOT, AND, OR, NOR, XOR, IMPLY, NAND, NONIMPLY or XNOR gate.",positive,in_domain
31,0.1,51298333,51298333,blockchain-and-distributed-ledger-technology-e3,Data security service,,easy_negative,out_of_domain
32,0.1,7145007,7145007,blockchain-and-distributed-ledger-technology-e3,"Device for the production of hollow bodies, such as pipes, boxes or the like, made of concrete or other ceramic masses",,easy_negative,out_of_domain
33,0.1,60351670,60351670,blockchain-and-distributed-ledger-technology-e3,A kind of floor ultraviolet disinfecting machine,"A kind of floor ultraviolet disinfecting machine, include shell, control device, battery, ultraviolet sterilization apparatus, infrared induction device, sonar unit, motor, driving wheel and driven pulley, described driving wheel and the motor connection, steering mechanism is additionally provided with driving wheel, steering mechanism is connected with control device, described driving wheel forms triangle relation with driven pulley, adds stability in the horizontal plane；Described motor is connected to control device by electric wire, described control device includes control panel and single-chip microcomputer, described control panel is arranged on shell, and at least provided with a power switch, by turning on the power switch, the circuit for connecting motor and battery connects, so that the floor ultraviolet disinfecting machine travels forward, motion opens ultraviolet sterilization apparatus simultaneously and floor is sterilized, pass through sonar unit and infrared inductor, detection front whether there is barrier, coordinate the steering mechanism on driving wheel, so as to avoiding barrier.",easy_negative,out_of_domain
34,0.1,23817316,23817316,blockchain-and-distributed-ledger-technology-e3,Intermittent temple thread cutter,,easy_negative,out_of_domain
35,0.1,47993977,47993977,blockchain-and-distributed-ledger-technology-e3,Web application exploit mitigation in an information technology environment,"Methods, systems, and computer program products are provided herein for facilitating security in an information technology environment. Web application security vulnerabilities are discovered and addressed by means of virtual patches deployed to components of the information technology environment. An intelligent feedback loop is created to fill the void in the security of the web application when implemented in the specific information technology environment, thereby providing end-to-end security application management through dynamic, pre-emptive, and proactive security awareness and protection in the information technology environment. As new web application security vulnerabilities are discovered, the vulnerability is diagnosed and resolved to preemptively prevent exploitation of the security vulnerability.",easy_negative,out_of_domain
36,0.1,67413991,67413991,blockchain-and-distributed-ledger-technology-e3,A kind of SNAT system and method based on FPGA,"The present invention provides a kind of SNAT system and method based on FPGA, including RAM block unit, A port unit, B port unit and Intranet interface unit, outer network interface unit；RAM block unit carries out SNAT conversion and SNAT link tracking for joint A port unit；A port unit receives the IP data packet of Intranet interface unit or the transmission of outer network interface unit for FPGA, and SNAT conversion and SNAT link tracking are carried out in such a way that RAM block unit hashes circulation searching using HASH；B port unit is used to carry out the periodic maintenance of SNAT list item in RAM block unit；Intranet interface unit and outer network interface unit are for receiving IP data packet.The present invention is by the internal resource RAM block unit in design FPGA, and parallel using 8 RAM blocks, reduction is because of the probability wasted without hashing to, so that RAM resource is preferably utilized, the larger performance for having played FPGA.",easy_negative,out_of_domain
37,0.1,22454583,22454583,blockchain-and-distributed-ledger-technology-e3,Process independent design for gate array devices,A unique gate array cell and ASIC library development methodology is taught which require no new simulations or new place and route to port a given device design to a same generation process technologies which are available from different vendors. This methodology make use of the minimum design rules from different vendors without reroute of the physical database. This methodology equalizes the functionality and timing characteristics of the macrocell library on a plurality of alternate sources.,easy_negative,out_of_domain
38,0.1,40229240,40229240,blockchain-and-distributed-ledger-technology-e3,Insulin injection device and its operation method,"The present invention allows the patient to be somewhat cognitively or even visually impaired to use it safely and conveniently without complicated button manipulation, and eliminates the need to learn how to use the hospital for a long time and immediately use it with a brief description. In this way, according to the change in the patient&#39;s condition, the already set insulin dosage can be automatically adjusted within the appropriate range and infused into the patient, so that the blood sugar control of the patient can be more accurately performed.",easy_negative,out_of_domain
39,0.1,52230812,52230812,blockchain-and-distributed-ledger-technology-e3,User identity authentication method and system for discovery service,"The invention relates to a user identity authentication method and system for discovery service. A plurality of user identity authentication servers form a DHT network, and the identification of each server is obtained through a public key for calculating the owner of the server and the Hash value of a random number provided by the public key; each user identity authentication server performs authentication on the identity of a user on the basis of PKI, if the identity authentication passes, a bill packaged in the SAML format is generated, then the bill is divided into a plurality of small data fragments, and the small data fragments are stored; a DS server receives an inquiry quest of the user, the storage positions of the corresponding data fragments are worked out, an original bill is restored, then authentication on the identity of the user is performed according to the restored bill, and after the identity authentication passes, the server address of enterprise information relevant to the RFID identification of an inquired article is fed back. Due to the adoption of the user identity authentication method and system for discovery service, the user can have access to a DS many times in a period of time when authentication on the identity of the user is only performed one time, the procedures for the user to have access to the DS can be simplified, and the resource consumption of the user can be reduced.",easy_negative,out_of_domain
40,0.1,64659362,64659362,blockchain-and-distributed-ledger-technology-e3,Blockchain network interaction controller,,easy_negative,out_of_domain
41,0.1,8563373,8563373,blockchain-and-distributed-ledger-technology-e3,Two-way short message service for I-mode,"The invention relates to the
transmission of short messages between
two different mobile communication networks.
The method and system comprise a
gateway GW, on which are stored a number
of customer-specific service identifiers
and, corresponding to these, the customer&#39;s
actual address or number in the
home network. In addition, the system
comprises the equipments of the sending
and receiving mobile communication networks.
When messages are to be sent to
the alien mobile communication network,
the customer-specific service identifier
constitutes the user identity, which is
transmitted as the sender number of the
messages. When a response to the message
is to be sent, this service number, on
the basis of which the message is routed
to the gateway GW, which performs the
conversions required for the forwarding
of the message, such as chopping of the
message or removal of special characters,
and forwards the message to the
target address or number corresponding
to the service identifier.",easy_negative,out_of_domain
