rank,score,record_id,patent_id,domain,title,abstract,candidate_type,source
11,0.85,15/335863,10335964,humanoid-robot-commercialization-technology,Method and system for controlling robot,"In a robot control system, the distance from an operating region of a robot arm to a person who is approaching the region is measured using a laser sensor. Information necessary to acquire a safety skill level that is stored in an RFID tag possessed by the person is acquired using an RFID reader. A controller classifies distances into a short distance, which is a distance within the operating region of the arm, a long distance, which is a distance that exceeds a movable region of the arm, and an intermediate distance, which is a distance between the short distance and the long distance. The motion of the arm is controlled by the controller, depending on the distance (i.e., the long distance, the intermediate distance, or the short distance) and the safety level.",positive,in_domain
12,0.85,15/466984,10232510,humanoid-robot-commercialization-technology,Robot control,"A method for controlling a mechanical system having a plurality of components interlinked by a plurality of driven joints, the method comprising: measuring torques or forces about or at the driven joints and forming a load signal representing the measured torques or forces; receiving a motion demand signal representing a desired state of the system; implementing an impedance control algorithm in dependence on the motion demand signal and the load signal to form a target signal indicating a target configuration for each of the driven joints; measuring the configuration of each of the driven joints and forming a state signal representing the measured configurations; and forming a set of drive signals for the joints by, for each joint, comparing the target configuration of that joint as indicated by the target signal to the measured configuration of that joint as indicated by the state signal.",positive,in_domain
13,0.85,15/602511,10434665,humanoid-robot-commercialization-technology,Robot including tool having shock-absorbing member,"A robot shares a work space with a person, to perform an operation. The robot includes a shock-absorbing member which covers the periphery of at least a base part of a working tool attached to an robot arm, a detector which is provided for the robot arm, to detect an external force input via the shock-absorbing member, and a robot control device which stops the robot when determining, based on information of the detected external force, that the working tool collides with the person. The external force is transmitted from the working tool to the robot arm, and is detected by the detector.",positive,in_domain
14,0.85,16/304976,11780091,humanoid-robot-commercialization-technology,Robot control system and robot control method,"To provide a robot control system and a robot control method capable of placing a component grasped by a robot hand at an accurate location on another member. A robot control system is provided with: a robot hand configured to grasp a clip; a camera configured to capture an image of the clip grasped by the robot hand, a calculation unit configured to calculate a position of the clip or an inclination of a component based on an imaging result of the clip captured by the camera, and a robot control unit configured to control the robot hand to adjust, based on the position of the clip or the inclination of the component calculated by the calculation unit, a position or an inclination of the robot hand and move the clip to a stringer.",positive,in_domain
15,0.85,16/315570,11376746,humanoid-robot-commercialization-technology,Hand intended to equip a humanoid robot,"A hand intended to equip a humanoid robot, the hand includes a palm and at least one finger extending along a first axis, the hand being capable of picking up an object, the finger comprising a first phalanx linked to the palm by a first motorized pivot link and a second phalanx consecutive to the first phalanx linked to the first phalanx by a second pivot link. The finger comprises a first mechanism linking the palm to the second phalanx configured such that the rotation of the first phalanx about the second axis causes the second phalanx to rotate about the third axis, and a second mechanism linking the palm to each of the phalanges configured to actuate the finger in such a way that the finger wraps around the object to be picked up, and the second mechanism is configured to deform the first mechanism.",positive,in_domain
16,0.85,16/498926,11123879,humanoid-robot-commercialization-technology,Finger mechanism and humanoid hand incorporating same finger mechanism,"A finger mechanism for a robot, an artificial hand, and the like, wherein a fourth bone member (14) of the bone members of the finger mechanism and corresponding to the distal phalanx comprises: a support portion (15) that is rotatably coupled to a third bone member corresponding to the middle phalanx by a rotational shaft (g5); and a nail portion (16). The nail portion (16) can freely rotate about a shaft (g7) at a right angle or a near right angle to the rotational shaft (g5), and a return mechanism (17) to return the rotated nail portion (16) to a reference position is provided between the support portion (15) and the nail portion (16). In this manner, in response to the amount of force applied to the fourth bone member (14), it is possible for only the nail portion (16) to rotate in a direction to easily grasp an object to be held.",positive,in_domain
17,0.85,15/995459,10471591,humanoid-robot-commercialization-technology,Object hand-over between robot and actor,"An example robotic device may include an arm having a palm and fingers, a depth sensor disposed within the palm, and a control system. The control system may be configured to detect an indication to receive an object from an actor, and in response, cause the robotic device to enter a receive-object mode. When the robotic device is in the receive-object mode, the control system is further configured to: receive, from the depth sensor, depth data indicating a distance between the palm and the object; when the distance is greater than a first threshold and less than a second threshold, cause the arm to move towards the object; when the distance exceeds the second threshold, maintain the arm in a fixed position; and when the distance drops below the first threshold, cause the two or more fingers to close to grasp the object.",positive,in_domain
18,0.85,16/105412,11440188,humanoid-robot-commercialization-technology,Robot system,"The present invention provides a robot system including: a movable human-collaborative robot including a human-collaborative robot, and a moving device that moves the human-collaborative robot mounted thereon; a control unit that controls the movable human-collaborative robot; and an approach sensor that detects approach of a human to the movable human-collaborative robot. The human-collaborative robot includes a human detection sensor that detects approach or contact of a human to or with the movable human-collaborative robot. When the approach sensor has detected the approach of a human, the control unit restricts the operation of at least the moving device and, when the human detection sensor has detected the approach of or contact with a human, the control unit performs control so as to stop the movable human-collaborative robot or so as to avoid the approach of or contact with the human.",positive,in_domain
19,0.85,16/133704,10710241,humanoid-robot-commercialization-technology,Controller for limiting speed of robot component,"A controller includes a stop command unit for stopping the motion of the robot when a person comes into contact with the robot, and a speed limiting unit for limiting the operation speed of the component driven on the drive axis. A variable calculated from the position of the component on the drive axis and the range of the variable in a state where the person is caught by the robot are determined in advance. The speed limiting unit acquires the variable from the output of a position detector and controls the operation speed of the component to a predetermined speed limit or lower if the variable is within the range.",positive,in_domain
20,0.85,16/139119,11027431,humanoid-robot-commercialization-technology,Automatic calibration method for robot system,"An automatic calibration method of a robot system comprises providing a ball-rod member including a connection rod and a sphere connected to the connection rod, fixing the connection rod to an end execution tool mounted on a flange of a robot, providing distance sensors around a target point, and sensing an actual distance from each of the distance sensors to the sphere. The robot is controlled to move a center of the sphere to the target point in different poses based on the actual distances sensed by the distance sensors. A first transformation matrix of the center of the sphere with respect to a center of the flange is calculated based on pose data of the robot at the target point. A second transformation matrix of a center of the end execution tool with respect to the center of the flange is calculated based on the first transformation matrix.",positive,in_domain
21,0.85,16/165413,10987805,humanoid-robot-commercialization-technology,System and method for balance control of humanoid,"A system for balance control of a humanoid includes a control input generation unit which determines Zero Momentum Position (ZMP) of the humanoid with respect to ground, and a control output generation unit which determines Center of Mass (CoM) position and velocity of the humanoid, wherein the control input generation unit and the control output generation unit determine the ZMP and the CoM position and velocity, respectively, by applying a discrete-time dynamics equation sampled by applying a non-pathological sampling frequency.",positive,in_domain
22,0.85,16/957720,,humanoid-robot-commercialization-technology,ROBOT MULTI-DEGREE-OF-FREEDOM CLAMPER,"The present invention relates to a robot multi-degree-of-freedom damper. A clamping jaw supporting frame is installed on a bottom plate; a short stroke biaxial cylinder is installed on the clamping jaw supporting frame; an output end is connected with a pneumatic clamping jaw A; a clamping jaw finger A is connected with an output end of the pneumatic clamping jaw A; a long stroke biaxial cylinder is installed on the bottom plate; the output end of the long stroke biaxial cylinder is connected with a pneumatic clamping jaw B; a clamping jaw finger B is connected with the output end of the pneumatic clamping jaw B; a pneumatic clamping jaw C is installed on the clamping jaw supporting frame and positioned between the pneumatic clamping jaw A and the pneumatic clamping jaw B; a clamping jaw finger C is connected with the output end of the pneumatic clamping jaw C; the clamping jaw finger A and the pneumatic clamping jaw A are driven by the short stroke biaxial cylinder to move back and forth on the clamping jaw supporting frame; and the clamping jaw finger B and the pneumatic clamping jaw B are driven by the long stroke biaxial cylinder to move back and forth on the bottom plate. The present invention adopts the humanoid configuration design, can realize the automatic docking of the spring return type quick joints, and has unique appearance, novel structure, simple control and strong working reliability.",positive,in_domain
23,0.85,16/609752,11904475,humanoid-robot-commercialization-technology,"Robot and operating system, control device, control method and storage medium thereof","A robot and an operating system, a control device, a control method and a storage medium thereof, wherein the robot includes a processor configured to execute the following operation commands: controlling the robot to move to a designated position corresponding to an interaction scenario, wherein the interaction scenario is a scenario in which the robot interacts with a user; controlling the robot to perform an operation corresponding to an operation of the user in the interaction scenario, thereby realizing the robot can perform a complex interaction with the user based on the colorful interaction scenario and solving the technical problem of the prior art that the interaction scenario and the interactive content between the user and the robot are excessively monotonous.",positive,in_domain
24,0.85,16/376938,11148295,humanoid-robot-commercialization-technology,"Systems, devices, components, and methods for a compact robotic gripper with palm-mounted sensing, grasping, and computing devices and components","Disclosed are various embodiments of a three-dimensional perception and object manipulation robot gripper configured for connection to and operation in conjunction with a robot arm. In some embodiments, the gripper comprises a palm, a plurality of motors or actuators operably connected to the palm, a mechanical manipulation system operably connected to the palm, a plurality of fingers operably connected to the motors or actuators and configured to manipulate one or more objects located within a workspace or target volume that can be accessed by the fingers. A depth camera system is also operably connected to the palm. One or more computing devices are operably connected to the depth camera and are configured and programmed to process images provided by the depth camera system to determine the location and orientation of the one or more objects within a workspace, and in accordance therewith, provide as outputs therefrom control signals or instructions configured to be employed by the motors or actuators to control movement and operation of the plurality of fingers so as to permit the fingers to manipulate the one or more objects located within the workspace or target volume. The gripper can also be configured to vary controllably at least one of a force, a torque, a stiffness, and a compliance applied by one or more of the plurality of fingers to the one or more objects.",positive,in_domain
25,0.85,16/412653,11780089,humanoid-robot-commercialization-technology,Robot control method and apparatus,"In the field of robot technologies, a robot control method and apparatus are for protecting safety of a human during interaction between the human and a robot. The method includes: detecting a current location of the human; determining at least two regions surrounding the human according to the detected current location; and controlling movement of the robot in any region of the at least two regions, to protect safety of the human during interaction with the robot. Because the region is set surrounding the human, movement of the human does not affect the interaction between the human and the robot. In addition, using a protected object as a target, the robot is controlled to move in regions that surround the human. Compared with a case in which the robot is limited in fixed space, no matter how the human moves, safety of the human may be effectively protected.",positive,in_domain
26,0.85,16/511285,11230013,humanoid-robot-commercialization-technology,Calibration system and calibration method of robot,"A calibration system of a robot includes a data storage unit that stores a number of pieces of data in which actual measured position information obtained by actually measuring a tip position of the robot and information indicating a state of the robot upon actual measurement are combined, a parameter selecting unit that selects mechanical error parameters to be identified from parameters indicating mechanical errors of the robot, a parameter identifying unit that identifies each of the mechanical error parameters using the stored data and information of the selected mechanical error parameters, and an identification result evaluating unit that evaluates an identification result, and, in the case where evaluation does not satisfy a predetermined criterion, selection of different mechanical error parameters by the parameter selecting unit, identification and evaluation are repeated.",positive,in_domain
27,0.85,16/572637,11230001,humanoid-robot-commercialization-technology,Biped robot gait control method and biped robot,"There are a biped robot gait control method and a biped robot, where the method includes: obtaining six-dimensional force information, and determining a motion state of two legs of the biped robot; calculating a ZMP position of each of two legs of the biped robot; determining a ZMP expected value of each of the two legs in real time; obtaining a compensation angle of an ankle joint of each of the two legs of the biped robot by inputting the ZMP position, a change rate of the ZMP position, the ZMP expected value, and a change rate of the ZMP expected value to an ankle joint smoothing controller so as to perform a close-loop ZMP tracking control on each of the two legs; adjusting a current angle of the ankle joint of each of the two legs of the biped robot in real time; and repeating the forgoing steps.",positive,in_domain
28,0.85,16/596946,,humanoid-robot-commercialization-technology,HUMANOID ROBOTICS SYSTEM AND METHODS,"Systems and methods related to construction, configuration, and utilization of humanoid robotic systems and aspects thereof are described. A system may include a mobile base, a spine structure, a body structure, and at least one robotic arm, each of which is movably configured to have significant human-scale capabilities in prescribed environments. The one or more robotic arms may be rotatably coupled to the body structure, which may be mechanically associated with the mobile base, which is preferably configured for holonomic or semi-holonomic motion through human scale travel pathways that are ADA compliant. Aspects of the one or more arms may be counterbalanced with one or more spring-based counterbalancing mechanisms which facilitate backdriveability and payload features.",positive,in_domain
29,0.85,16/660822,10875179,humanoid-robot-commercialization-technology,Impedance control method for biped robot and apparatus and biped robot using the same,"The present disclosure provides an impedance control method for a biped robot as well as an apparatus and a biped robot using the same. The method includes: correcting an impact force on a landing leg in the two legs of the biped robot using a natural attenuation function, and taking the corrected impact force as an input of an impedance control; obtaining an impedance model of the biped robot; determining a transfer function of the impedance control based on the impedance model; calculating an output of the impedance control based on the input of the impedance control and the transfer function of the impedance control; determining a joint angle of each joint based on the output of the impedance control and a planned pose of the biped robot; and transmitting joint angle information of each joint to motor(s) of the joint to perform the impedance control.",positive,in_domain
30,0.85,16/669551,11179855,humanoid-robot-commercialization-technology,Acceleration compensation method for humanoid robot and apparatus and humanoid robot using the same,"The present disclosure provides an acceleration compensation method for a humanoid robot as well as an apparatus and a humanoid robot using the same. The method includes: calculating an angular acceleration of each joint and calculating a six-dimensional acceleration of a centroid of a connecting rod corresponding to the joint in an absolute world coordinate system, if the humanoid robot is in a single leg supporting state; calculating a torque required by the angular acceleration of each joint of the humanoid robot; determining a feedforward current value corresponding to the torque of each joint; and superimposing the feedforward current value on a control signal of each joint to control the humanoid robot. In this manner, the influence of the acceleration can be effectively suppressed, the rigidity of the PID controller of the humanoid robot can be reduced, thereby improving the stability of the entire humanoid robot.",positive,in_domain
31,0.85,16/680909,11267124,humanoid-robot-commercialization-technology,System and method for calibrating robot,"A method and system are disclosed herein. The system includes a measuring device detecting a position and a travel distance of movement of the robot, a communication circuit, a memory, and a processor. The processor implements the method, including: specifying a robot coordinate system of the robot based on the measured position data, generating, using the processor, robot reference position data by converting the measured position data based on the specified robot coordinate system, performing, using the processor, position-based parameter optimization based on the robot reference position data, and storing, using a memory, a parameter optimized through the position-based parameter optimization; and transmitting, using a communication circuit, the stored optimized parameter to the robot to actuate movement of the robot based on the stored optimized parameter.",positive,in_domain
32,0.85,16/710656,11833682,humanoid-robot-commercialization-technology,"Robot, method, and manipulating system","A robot including a manipulator includes: an image-pickup acquisition unit configured to acquire an image of an environmental space including a target object to be grasped; and a control unit configured to control a motion performed by the robot, in which the control unit causes the robot to acquire, by the image-pickup acquisition unit, a plurality of information pieces of the target object to be grasped while it moves the robot so that the robot approaches the target object to be grasped, calculates, for each of the information pieces, a grasping position of the target object to be grasped and an index of certainty of the grasping position by using a learned model, and attempts to grasp, by moving the manipulator, the target object to be grasped at a grasping position selected based on a result of the calculation.",positive,in_domain
33,0.85,17/439819,12023813,humanoid-robot-commercialization-technology,"Control system, control method, and control unit","A control system (1) includes: a control device (100) that controls a robot (200); a three-dimensional sensor (300) that acquires positional information of a worker and the robot (200), which are included in a viewing-field area in a three-dimensional space; and a support device (400) that provides a user interface (411) for virtually setting a cooperation region in which the worker and the robot (200) are allowed to work. The control device (100) controls stopping or the speed of the robot (200) on the basis of whether or not the position of the worker or the robot (200) calculated on the basis of the positional information is included in the cooperation region, which is set by using the user interface (411), as well as the relative positional relationship between the worker and the robot (200) calculated on the basis of the positional information.",positive,in_domain
34,0.85,16/817033,11440194,humanoid-robot-commercialization-technology,Physical human-robot interaction (pHRI),"A robot for physical human-robot interaction may include a number of sensors, a processor, a controller, an actuator, and a joint. The sensors may receive a corresponding number of sensor measurements. The processor may reduce a dimensionality of the number of sensor measurements based on temporal sparsity associated with the number of sensors and spatial sparsity associated with the number of sensors and generate an updated sensor measurement dataset. The processor may receive an action associated with a human involved in pHRI with the robot. The processor may generate a response for the robot based on the updated sensor measurement dataset and the action. The controller may implement the response via an actuator within a joint of the robot.",positive,in_domain
35,0.85,16/843921,11331806,humanoid-robot-commercialization-technology,Robot control method and apparatus and robot using the same,"The present disclosure discloses a robot control method as well as an apparatus, and a robot using the same. The method includes: obtaining a human pose image; obtaining pixel information of key points in the human pose image; obtaining three-dimensional positional information of key points of a human arm according to the pixel information of the preset key points; obtaining a robotic arm kinematics model of a robot; obtaining an angle of each joint in the robotic arm kinematics model according to the three-dimensional positional information of the key points of the human arm and the robotic arm kinematics model; and controlling an arm of the robot to perform a corresponding action according to the angle of each joint. The control method does not require a three-dimensional stereo camera to collect three-dimensional coordinates of a human body, which reduces the cost to a certain extent.",positive,in_domain
36,0.85,16/914836,11511431,humanoid-robot-commercialization-technology,Method for monitoring balanced state of biped robot,"The present invention provides a method for monitoring a balanced state of a humanoid robot, comprising: acquiring state data of the robot falling in different directions and being stable, forming a support vector machine (SVM) training data set and obtaining, by training, an initial SVM classifier; inputting the state data of the robot to the trained SVM classifier, so that the SVM classifier outputs a classification result; taking statistics on a proportion of cycles judged to have an impending fall in the total number of control cycles within a judgment buffer time after the SVM classifier outputs the classification result, and finally determining a monitoring result of the balanced state of the robot according to the proportion and finally extracting state data of misjudged cycles within the buffer time, adding the state data to the current training data set and updating the SVM classifier, eventually enabling the classifier to achieve the effects of matching motion capabilities of the robot and monitoring the balanced state.",positive,in_domain
37,0.85,17/624656,12280491,humanoid-robot-commercialization-technology,"Control device, control method, and control program","Provided are a control device, a control method, and a control program capable of realizing natural interaction between a human and a robot like between humans. A control device according to an embodiment includes a slip detection unit (15, 104) and a control unit (10). The slip detection unit detects a slip of a target object gripped by a grip portion. The control unit controls a gripping force with which the grip portion grips the target object based on the slip detected by the slip detection unit. The control unit estimates an external force applied to the target object gripped by the grip portion based on the slip detected by the slip detection unit, and controls the gripping force based on the estimated external force.",positive,in_domain
38,0.85,18/010810,12220821,humanoid-robot-commercialization-technology,Robot control device,"A robot control device includes: a reliability computing unit that is inputted with a feature quantity obtained from a sensor signal indicating a measurement result obtained by an external sensor installed in a main body of a robot or a surrounding environment of the robot, and computes a reliability for the sensor signal on the basis of a temporal change or a spatial change of the feature quantity; a correction command value computing unit that computes a trajectory correction amount for correcting a trajectory of the robot on the basis of the reliability and correction information calculated on the basis of the feature quantity; and a command value generation unit that generates a location command value for the robot on the basis of a predetermined target trajectory of the robot and the trajectory correction amount.",positive,in_domain
39,0.85,17/096971,11541536,humanoid-robot-commercialization-technology,Program generation device configured to generate operation program including operation symbol of robot apparatus,"A display part of a mobile terminal displays an operation program. The operation program includes an operation icon indicating an operation of a robot or an operation tool, and an auxiliary icon having a shape sandwiching the operation icon. The auxiliary icon indicates control of adding an operation of the robot apparatus. The display part is configured to display a screen configured to set setting information related to the operation of the robot apparatus in such a manner that as operator is enabled to set the setting information. The display part displays the operation icon and the auxiliary icon so as to align the operation icon and the auxiliary icon in order of the operations of the robot apparatus.",positive,in_domain
40,0.85,17/103019,11633850,humanoid-robot-commercialization-technology,Tactile sensor module for robot-hand and grasping method using the same,"This disclosure relates to a technology for grasping an object while adjusting a grasping force according to stiffness of the object measured by a tactile sensor module, especially to a robot-hand, which includes a tactile sensor module for measuring a normal force applied when grasping an object, a phalange sensor module having an actuator to generate a driving force and configured to measure a rotational displacement of a motor, and a hand back control unit for operating the actuator by generating a desired displacement signal to control a grasping force so that a grasping motion is stably and accurately achieved by applying a minimum grasping force to soft object with no sliding and minimized deformation, wherein the desired displacement signal is generated based on stiffness which is calculated from the normal force data and the rotational displacement data.",positive,in_domain
41,0.85,17/120229,11602848,humanoid-robot-commercialization-technology,"Robot control method, computer-readable storage medium and robot",A robot control method includes: obtaining force information associated with feet of the robot; calculating a zero moment point of a COM of a body of the robot based on the force information; updating a position trajectory of the robot according to the zero moment point of the COM of the body to obtain an updated position of the COM of the body; obtaining posture information of the robot; updating a posture trajectory of the robot according to the posture information to obtain an updated pose angle; performing inverse kinematics analysis on the updated position of the COM of the body and the updated pose angle to obtain joint angles of legs of the robot; and controlling the robot to move according to the joint angles.,positive,in_domain
42,0.85,17/120225,11691284,humanoid-robot-commercialization-technology,"Robot control method, computer-readable storage medium and robot",A robot control method includes: obtaining force information associated with a left foot and a right foot of the robot; calculating a zero moment point of a COM of a body of the robot based on the force information; updating a motion trajectory of the robot according to the zero moment point of the COM of the body to obtain an updated position of the COM of the body; performing inverse kinematics analysis on the updated position of the COM of the body to obtain joint angles of a left leg and a right leg of the robot; and controlling the robot to move according to the joint angles.,positive,in_domain
43,0.85,17/908107,12275151,humanoid-robot-commercialization-technology,Robot control system and control method,"The robot control system includes a first control device and a second control device network-connected to the first control device to control a robot. The first control device includes a selection unit configured to enable any one of a plurality of sources that provide information about generation of a command instructing behavior of the robot, and a first communication unit configured to transmit a command generated according to the information from the enabled source in the plurality of sources to the second control device. The second control device includes a second communication unit configured to receive the command transmitted from the first control device, and a command value generation unit configured to sequentially generate a command value for driving each axis of the robot so as to provide the behavior instructed by the command from the first control device.",positive,in_domain
44,0.85,17/134147,11945528,humanoid-robot-commercialization-technology,Hip joint mechanism and humanoid robot,"A hip joint mechanism includes: a hip joint frame; an upper leg movably connected to the hip joint frame; a hip actuator configured to drive the hip joint frame to rotate; two upper leg actuators mounted on the hip joint frame; two transmission mechanisms configured to transmit motion from the two upper leg actuators to the upper leg, wherein each of the upper leg actuators comprises a casing connected to the hip joint frame, and an output shaft connected to one corresponding transmission mechanism, each of the two transmission mechanisms comprises an output end; and three connecting mechanisms, wherein the output ends and the hip joint frame are movably connected to the upper leg through the three connecting mechanisms, the three connecting mechanisms are arranged at three vertices of a triangle.",positive,in_domain
45,0.85,17/133656,11472024,humanoid-robot-commercialization-technology,Humanoid robot and its control method and computer readable storage medium,"The present disclosure provides a humanoid robot and its control method and computer readable storage medium. The method includes: obtaining a current torque of a sole of the humanoid robot, an inclination angle of the sole, an inclination angle of a first joint of the humanoid robot, and an inclination angle of a second joint of the humanoid robot; calculating current feedforward angular velocities of motors of the first and second joints through the obtained information; calculating feedback angular velocities of the motors of the first and second joints; and obtaining inclination angles of the joints based on the feedforward angular velocities of the motors and the feedback angular velocities of the motors, and performing, through the motor of the second joint, a deviation control on the joints according to the inclination angles of the joints.",positive,in_domain
46,0.85,17/138948,11642786,humanoid-robot-commercialization-technology,Humanoid robot and its balance control method and computer readable storage medium,"A humanoid robot and its balance control method and computer readable storage medium are provided. Expected accelerations of each of a sole and centroid of a humanoid robot corresponding to a current expected balance trajectory and an expected angular acceleration of the waist corresponding to the current expected balance trajectory are obtained based on current motion data of the sole, the centroid, and the waist, respectively first, then an expected angular acceleration of each joint meeting control requirements of the sole, the centroid, and the waist while the robot corresponds to the current expected balance trajectory is calculated based on an angular velocity of the joint, the expected accelerations of the waist, the sole, and the centroid, respectively, and then each joint of the robot is controlled to move at the obtained expected angular acceleration of the joint based on the angular displacement of the joint.",positive,in_domain
