family_id,expansion_level,is_seed,text,cats.SEED,cats.NOT_SEED
62873512,SEED,1,"Method and system for additive manufacturing of peelable sacrificial structures

A method of making a laminate of a three-dimensional object, the method comprising (i) a model layer stack arranged in a pattern constructed corresponding to the shape of the object and made of modeling material, and (ii) a sacrificial layer stack made of elastomeric material Sequentially distributing and solidifying a plurality of layers comprising a structure and (iii) an interlayer stack made of a support material having a modulus of elasticity less than the elastomeric material and present between the model layer stack and the sacrificial structure; And applying a peel force to the sacrificial structure (eg, in a dry environment) to remove the sacrificial structure and expose the model layer stack and / or the interlayer stack below the sacrificial structure.",1,0
64846143,SEED,1,"A kind of 3 D-printing biologic medical insole and Method of printing

The invention discloses a kind of 3 D-printing biologic medical insole and Method of printings, including at least three Foot pressure tress concentration zones A, B, C；Wherein, Foot pressure tress size is ordered as A &gt; B &gt; C；Several stomatas are filled in each Foot pressure tress concentration zones, and the porosity size in A, B, C is incremented by successively, the density in A, B, C is successively successively decreased.Medical scanning is carried out to the foot of patient before designing insole, then three-dimensional modeling is carried out to the human foot model of scanning, mechanical analysis is carried out to threedimensional model again, the inner porosity that density is controllable in insole is designed according to mechanical analysis result, insole model is formed, electrostatic spinning process printout is finally utilized.The configuration of the present invention is simple is novel, and material is light and handy, and precision is high, in particular, the porous structure that insole internal density is controllable, the case where capable of being directed to patient because of foot suiting measures to different conditions, allows patient over the course for the treatment of, reduces painful.",1,0
59312681,SEED,1,"Method for producing a three-dimensional object using the fusen origami technique

A method for producing a three-dimensional object using the fusen origami technique, characterized in that on a flat blank prepared so as to acquire internal volume when filled, said blank having four larger outer corners and two smaller opposing outer corners, a fold is made along a line between the ends of the sides of one of the smaller corners and a fold is made along a line between the ends of the sides of the other smaller corner. The result is that of facilitating the production of three-dimensional objects, providing greater possibilities for using different materials, and widening the applicability of producing three-dimensional objects using the fusen origami technique, by virtue of the fact that a flat blank prepared so as to acquire internal volume when filled, said blank having four larger outer corners and two smaller opposing outer corners, can be opened by the application of a force to fold points which allow for the formation of optimal ribs as the blank is opened, said fold points lying along lines between the ends of the sides of one of the smaller corners and along lines between the ends of the sides of the other smaller corner.",1,0
64500271,SEED,1,"Method for automatic identification of material deposition deficiencies during an additive manufacturing process and manufacturing device

The present invention pertains to a 3D-printing method and a manufacturing device configured to execute such a method. Modelling material is deposited in powder form, melted with an energy beam and subsequently solidified into solid form. According to the invention, each deposited material layer is examined by looking at a radiation signature of electromagnetic radiation emitted and/or reflected from a melt spot, which is created by the energy beam during melting of the deposited modelling material. The radiation signature discriminates between modelling material in powder form and solid form. This makes it possible to assess if the modelling material is insufficiently deposited at the melt spot in powder form. In case a material deposition deficiency is determined, a suitable corrective action may be performed, e.g. redepositing modelling material within the last deposited material layer. 
     The present invention relates particularly to selective laser melting (SLM) and other powder bed fusion processes. However, the present concepts are not limited to SLM and may be applied to various other additive manufacturing methods. The solution of the present invention advantageously provides an effective automatized solution for identifying material deposition deficiencies arising during manufacture.",1,0
62245272,SEED,1,"Method and device for producing three-dimensional objects

A method for producing a three-dimensional object layer by layer using a powdered material which can be solidified by irradiating it with at least two electron beams, the method comprising a preheating step, wherein the preheating step comprises the following sub-steps: scanning the pre-heated powder layer area (100) by scanning a first electron beam in a first zone (I) distributed over the pre-heated powder layer area (100) and by scanning a second electron beam in a second zone (II) distributed over the pre-heated powder layer area (100), wherein successive scanning paths are separated by at least a safety distance (ay), the sub-step further comprising the steps of: when simultaneously preheating the powder material in the first and second zones, respectively, the preheating of the first and second electron beams is synchronized such that the first and second electron beams are always separated from each other by at least a minimum safety distance (Δ X).",1,0
60990603,SEED,1,"The system and method that the increasing material manufacturing of component is tracked and managed

The system and method for being tracked and being managed the present invention relates to the increasing material manufacturing to component.In one embodiment, this method includes keeping the digital contract between registered product owner and registered increasing material manufacturing quotient formalized.The number contract includes the mark for every registered increasing material manufacturing printer that the reference identification of the design document of the product, the registered increasing material manufacturing quotient possess and the product manufacturing quantity that is licensed.This method further includes making: after the number contract is formalized, the license for accessing the design document is provided to the registered increasing material manufacturing quotient；And it records from every registered received printing Transaction Information of increasing material manufacturing printer.The printing Transaction Information includes by the quantity of the product of the registered increasing material manufacturing printer manufacture.This method further includes or when the digital contract is breached, terminating the digital contract by the license that revocation accesses the design document when manufactured product quantity is equal to the product manufacturing quantity being licensed.",1,0
64613547,SEED,1,"A kind of the 3D printing manufacturing method and application of metal tantalum

The present invention relates to a kind of 3D printing manufacturing method of metal tantalum and applications, belong to increases material manufacturing technology field.A kind of 3D printing manufacturing method of metal tantalum, it include: that spherical tantalum powder is packed into 3D printing former, oxygen content is purged into 3D printing former less than 100ppm to 3D printing former using argon gas, TC4 titanium alloy substrate is preheated under conditions of temperature is 90~150 DEG C, scanning interlayer angle is 67 °, carries out 3D printing and is manufactured.The Ta powder that the manufacturing method uses is spherical in shape, with high purity, oxygen content is low, mobile performance is excellent, the metal tantalum surface roughness R of 3D printing forming preparation a ≤ 5.0 μm, consistency ρ &gt;=99.8%, tensile strength sigma b =697MPa, yield strength σ 0.2 =581MPa, elongation percentage δ=27.5% can reach the requirement of ISO13782 biologic medical field surgical implant performance indicator.",1,0
54979001,SEED,1,"3d printing apparatus for manufacturing cement product and mehtod thereof

The present invention provides a three-dimensional printed cement product manufacturing apparatus and method for manufacturing the same, which can prevent premature curing of cement mortar by separately supplying a mixed material for producing cement mortar in a state in which the quick-setting agent does not react It has its main purpose.   According to an aspect of the present invention, there is provided an apparatus for manufacturing a three-dimensional printed cement product, comprising: a first supply unit for supplying a first material including cement and water; A second supply unit for supplying a second material including sand and quick-setting; A mixer for receiving the first material and the second material to produce a cement mortar; A nozzle connected to a lower portion of the mixer to discharge the cement mortar; And a transfer part for moving the nozzle in a three-dimensional space.",1,0
58772399,SEED,1,"Method of investment casting using additive manufacturing

The present disclosure provides a method of investment casting using additive manufacturing. In one aspect, the method includes: creating a digital model of a building component using one or more software tools executed on a computer device and importing the digital model in an additive manufacturing apparatus; producing a first physical specimen by controlling the additive manufacturing apparatus in accordance with the digital model; creating a first negative mold using the first physical specimen as a template, the first negative mold having a hollow space substantially defined by a surface profile of the first physical specimen; producing a second physical specimen using the first negative mold; creating a second negative mold enclosing the second physical specimen therein; producing a casting piece using the second negative mold; and finishing the casting piece to produce the building component.",1,0
27369588,SEED,1,"Rapid prototype three dimensional stereolithography

Methods and apparatus are disclosed for the production of high precision large scale, micro and mini structures using three dimensional stereolithography. The objects formed using these methods have minimal stress between layers and low curl distortion. The objects also have low warpage because no post-cure treatment is necessary. The methods include the use of elevated pressure, elevated temperature, or sequential polymerization of polymer precursor fluid, or a combination of these, in the three dimensional stereolithographic process.",1,0
58669633,SEED,1,"Additively manufactured high temperature objects

Method for producing an object by additively manufacturing a preform of the object from a building material comprising a polymer. The preform is encapsulated with a metal or metal alloy encapsulant that is capable of withstanding temperatures greater than the preform. The encapsulated preform is heated at a predetermined temperature and for a period of time, such that the preform at least partially transmutes into the form of a carbonaceous solid.",1,0
60153219,SEED,1,"Method for manufacturing build material application device for apparatus for additively manufacturing three-dimensional component

To provide a build material application device having improved properties, in particular, properties which can be readily individually specified by a user.SOLUTION: A build material application device (6) is provided for an apparatus (1) for additively manufacturing a three-dimensional component by means of successive layerwise selective irradiation and consolidation of layers of a build material (3) that can be consolidated by means of an energy beam (4). The build material application device (6) is configured to apply a layer of the build material (3) within a build plane (7) of each apparatus (1); and the build material application device (6) includes at least one build material application member (10, 11). The at least one build material application member (10, 11) is at least partially additively manufactured by means of successive layerwise selective irradiation and consolidation of layers of the build material (3) that can be consolidated by means of the energy beam (4).SELECTED DRAWING: Figure 3",1,0
58909315,SEED,1,"Single-scraper bi-directional powder laying device, additive manufacturing equipment and powder laying method

The invention discloses a single-scraper bi-directional powder laying device. The single-scraper bi-directional powder laying device comprises a pushing block and a scraper; the pushing block is located in a sunken section formed in one side of a forming table, the upper surface of the pushing block is flush with the surface of the forming table, and the pushing block can move leftwards and rightwards in the journey of the sunken section under driving of a pushing block driving mechanism; and the scraper can move leftwards and rightwards on a plane of a powder feeding bin, the forming table and the upper surface of the pushing block. The invention further discloses a single-scraper bi-directional powder laying method, specifically, when the scraper conducts a first time of powder laying, the pushing block moves in the sunken section to push powder in the sunken section to the surface of the forming table, and the scraper conducts a second time of powder laying by utilizing the powder. According to the single-scraper bi-directional powder laying device and method, high efficiency of bi-directional power scraping and easy operation and maintenance of the single scraper can be achieved at the same time, hidden danger caused by bi-scraper leveling and low efficiency of the single scraper are avoided, and while bi-directional efficient power laying is ensured, reliability of equipment is greatly improved.",1,0
60892485,SEED,1,"Generation of casting molds by additive manufacturing

A disclosed system includes an additive manufacturing printer that performs a layer by layer three-dimensional printing process generating a casting mold based on a three-dimensional numerical specification. The numerical specification is based on a desired casting shape, including internal features such as hollow areas formed by cores, and is further based on a thermo-mechanical model of a casting process. The numerical specification describes variations in material and geometric properties of one or more layers of the casting mold corresponding to variations in the thermal and mechanical properties of the casting processes, as predicted by the thermo-mechanical model. The system may vary the thickness of features of the casting mold, based on predicted cooling rates, to reduce cooling non-uniformities and to provide for controlled, predictable cooling of the casting. The system may further generate trusses and heat sinks in the mold to respectively strengthen and weaken various features of the mold.",1,0
67889733,SEED,1,"Method for additive manufacturing of printed metal parts by means of prefabricated sand moulds

The invention belongs to the technical field of additive manufacturing, and provides a method for manufacturing printed metal parts through prefabricated sand mold additive manufacturing. Firstly, preparing a prefabricated sand molding piece by a 3D ink-jet printing technology, then printing a metal part at the printing position of the prefabricated sand molding piece by using metal powder, then printing a metal support, and spraying the metal powder on the surface of the prefabricated sand molding piece before printing each time for surface treatment until the molding of the metal part and the metal support is finished. And dissolving the prefabricated sand mold by using a dissolving agent, and finally removing the metal support and the substrate by using machining to obtain the metal part. The invention prevents the defect of printing failure caused by the collapse of a molten pool due to no structural support in the powder feeding/wire feeding printing stage, avoids redundant mechanical processing, reduces the molding cost of metal parts with complex structures, and meets the market demand.",1,0
67904962,SEED,1,"Metallopolymers for additive manufacturing of metal foams

According to one inventive concept, a metallopolymer material includes a plurality of nanoparticles, a base, and water. Each of the nanoparticles includes a plurality of oligomer segments, where oligomer segments are coordinated to adjacent oligomer segments. Each of the oligomer segments includes a thiol and a metal.",1,0
65138959,SEED,1,"System and method for monitoring manufacturing precision in the additive manufacturing of three-dimensional components

The invention relates to a system for monitoring manufacturing precision in the additive manufacturing of three-dimensional components, in which a combined illumination and detection element (12) is provided, which is equipped with a two-dimensional detector array (1) and at least one laser radiation source (4), with which electromagnetic radiation is directed onto a region of a material in powder or paste form, with which at least one region of a three-dimensional component is produced as a result of a locally defined energy input. The detector array (1) is arranged and designed such that speckle arising in/on the surface irradiated by the laser radiation source (4) can be detected in a spatially resolved manner. The speckle signals sensed in a spatially resolved manner using the detector array can be fed to an electronic evaluation and control circuit (3). The electronic evaluation and control circuit (3) is connected to an electronic open- and closed-loop control device which is designed to influence the production process. Thermal speckle excitation can be achieved using a separate energy beam or an energy beam (10) with which the energy input takes place locally in a defined manner on the material in powder or paste form for three-dimensional additive manufacturing.",1,0
57396529,SEED,1,"Method and machine for manufacturing parts by additive manufacturing using a paste material

",1,0
65234116,SEED,1,"Systems and methods for measuring radiated thermal energy during an additive manufacturing operation

This disclosure describes various methods and apparatus for characterizing an additive manufacturing process. A method for characterizing the additive manufacturing process can include generating scans of an energy source across a build plane; measuring an amount of energy radiated from the build plane during each of the scans using an optical sensor; determining an area of the build plane traversed during the scans; determining a thermal energy density for the area of the build plane traversed by the scans based upon the amount of energy radiated and the area of the build plane traversed by the scans; mapping the thermal energy density to one or more location of the build plane; determining that the thermal energy density is characterized by a density outside a range of density values; and thereafter, adjusting subsequent scans of the energy source across or proximate the one or more locations of the build plane.",1,0
60953414,SEED,1,"Sliding window screen for reducing resin refilling time in stereolithography

A sliding window is used in a projection-based stereolithographic process to more quickly deliver uncured resin after each curing pass. The sliding window may be configured in different patterns, and includes features for delivering resin and exposing resin to curing radiation. The window screen divides the stereolithographic building area divided into two portions, a light exposure portion for resin curing and a liquid resin refilling portion. The light exposure portion is used to selectively solidify liquid resin, while the liquid resin refilling portion is used to quickly refill liquid resin in order to build additional layers. During the layer fabrication process, a mask image is projected to the tank; however, the projection light only passes through the light exposure portion of the window screen.",1,0
53496955,SEED,1,"Additive manufacturing method using a thermoplastic material having a selected melt index

A method of manufacturing a thermoplastic article, comprising: depositing a plurality of layers of thermoplastic material in a predetermined pattern; and melting the plurality of layers of material to form the article. The thermoplastic material has a melt flow index of 30 g / 10 min to 75 g measured at 230 ° C. and 3.8 kg, or 300 ° C. and 1.2 kg, in accordance with ASTM D1238-04. A method characterized in that it comprises a thermoplastic composition that is / 10 minutes and an article made from the thermoplastic article is disclosed. [Selection figure] None",1,0
65776666,SEED,1,"A kind of conductive photosensitive resin composition for photocuring rapid prototyping

The invention discloses a kind of conductive photosensitive resin compositions for photocuring rapid prototyping, it is grouped as by following mass percent group: epoxy resin 10-30%, acrylate oligomer 5-20%, acrylic ester monomer 5-20%, conductive filler 30-78%, free radical photo-initiation 1-8%, cation light initiator 1-8%.Product has high rigidity, high intensity, certain toughness after photosensitive resin composition solidification of the present invention, while having certain electric conductivity, has filled up in the market for the vacancy of such product electric conductivity demand.Volume contraction is small after present composition solidification, and water absorption rate is low, and the dimensional stability of product is high.",1,0
72118084,SEED,1,"Beryllium-aluminum alloy powder and preparation method and application thereof

The invention provides beryllium-aluminum alloy powder and a preparation method and application thereof. The preparation method can comprise the following steps: placing a beryllium-aluminum alloy rod in a vacuum environment; introducing inert gas into the vacuum environment to replace air, wherein the oxygen content in the vacuum environment after replacement is below 6 ppm; melting the end face of the beryllium-aluminum alloy rod to form a liquid film by using an electric arc; breaking the liquid film into fine droplets by centrifugal force; and cooling to obtain beryllium-aluminum alloy powder. The beryllium-aluminum alloy powder can comprise the beryllium-aluminum alloy powder prepared by the preparation method of the beryllium-aluminum alloy powder. The application may comprise an application in the field of laser or electron beam additive manufacturing, and/or an application in the field of laser or electron beam cladding. The beneficial effects of the invention can include: the preparation method has high production efficiency and low energy consumption; the prepared spherical beryllium-aluminum alloy powder has good sphericity, basically no hollow powder, low oxygen increment in the preparation process and good fluidity, and is a good raw material for 3D printing.",1,0
60673752,SEED,1,"Manufacturing process of a positioning control tool via 3d-printing technology

This invention is relative to a manufacturing process of a positioning control tool via 3D-printing technology comprising a set of steps such as: 
- 3D-print (400) with a polymer material mixed with powdered graphene (12a), a plurality of features (410) on a substrate (205), said features (410) comprising: 
- a resonator (411) transducer for creating a first surface acoustic wave (215); 
- a pair of reflectors (412a, 412b) for reflecting said first surface acoustic wave (215); 
- a structure (413), wherein a Coriolis force acting upon said structure (413) creates a second surface acoustic wave (230); and 
- a first sensor transducer (414) for sensing said second surface acoustic wave (230); and 
- a second sensor transducer (415) for sensing a residual surface acoustic wave from the second region of said surface (210) that is free of any structure that said Coriolis force is able to act upon;",1,0
55759746,SEED,1,"Additive manufacturing machine and additive manufacturing method using such a machine

",1,0
61558587,SEED,1,"Three-dimensional printing

Methods and equipment are disclosed relating to three-dimensional printing that include positioning an array of nozzles within a bed of loose solid material, moving the array of nozzles through the bed of loose solid material while injecting a liquid from the array of nozzles in a controlled pattern causing the liquid to react with a portion of the bed of loose solid material forming a solid concrete three-dimensional object. An unreacted portion of the bed of loose solid material may then be separated from the solid three-dimensional object.",1,0
73215253,SEED,1,"Cooling device for arc printing additive manufacturing process

The utility model belongs to the technical field of additive manufacturing equipment, in particular to a cooling device for an arc printing additive manufacturing process, wherein two servo motors are directly connected with a speed reducer and then respectively fixed on two sides above a cooling tank; the lower output shaft of the speed reducer is connected with the screw rod through a coupler and drives the screw rod to rotate; the nut is fixed on the lifting base plate and is in threaded connection with the screw rod, and the screw rod can drive the nut and the lifting base plate to lift in the cooling tank when rotating; cooling liquid is arranged in the cooling tank; and a cooling coil is arranged at the bottom of the cooling tank and is filled with cooling water through a water pump. Through cooling coil&#39;s constant temperature water cooling, can in time take away the absorptive heat of coolant liquid to guarantee that the coolant liquid does not solidify, guarantee going on of long-time electric arc printing work, still can guarantee the coolant liquid temperature when printing next time simultaneously, have that cooling efficiency is high, the cooling effect is good, do not influence advantages such as original product organizational performance, realized that electric arc prints simple and efficient cooling of vibration material disk manufacturing process.",1,0
24261232,SEED,1,"Selective control of mechanical properties by construction of stereolithography modeling style

(57) [PROBLEMS] By using an improved curing treatment,   An improved process for forming a three-dimensional object from a photocurable or liquid material is provided. SOLUTION: In order to form an object having mechanical properties corresponding to individual requirements, a photocurable material or a liquid material is cured by using a plurality of different curing methods for shaping a single object, Each of the selected object regions therein is given specific mechanical properties.",1,0
64426910,SEED,1,"Method for producing adhesive-bonding surfaces by means of a 3d printing device

A method for producing an adhesive-bonding surface is proposed. The method comprises providing an adherend having at least one surface which is defined as a surface to be adhesively bonded; or providing a transfer adhesive carrier having at least one, preferably planar, surface as a carrier for an adhesive to be applied, and also applying an adhesive to the at least one surface of the adherend or the transfer adhesive carrier by means of a 3D printing device. The use of a 3D printing device for applying an adhesive to a surface of an adherend or a surface of a transfer adhesive carrier is also proposed, and a method for adhesively bonding two adherends is provided.",1,0
52485764,SEED,1,"Method for regenerating spherical aggregate in laminate molding material, regenerated laminate molding material, and method for producing laminate molded article

In the additive manufacturing using an additive manufacturing material, there is a problem that a part of the additive manufacturing material becomes an additive manufacturing object, and the other part becomes a discarded material. This waste material can be reused as it is as a layered modeling material, but the layered modeling material used in the selective laser sintering method etc. is a waste material as a layered modeling material because its resin component is thermally degraded. When 100% is reused, the shaped product is inferior in strength, has a crushed skin, and inferior in quality. For this reason, in order to maintain the quality of a molded article when reusing a waste material, a large amount of new synthetic resin and spherical aggregate must be added. If it does so, since it will produce in large quantities the waste material which will not be reused for every shaping | molding, it will become impossible in reality to recycle all the waste material.   The method for regenerating a spherical aggregate in an additive manufacturing material according to the present invention is characterized in that a recycled spherical aggregate is obtained by thermally decomposing and removing a synthetic resin in the additive manufacturing material. .   [Selection] Figure 1",1,0
53801049,SEED,1,"IMPROVED METHOD OF PHOTOPOLYMERIZING A RESIN, PREFERABLY FOR 3D PRINTING AN OBJECT BY STEREOLITHOGRAPHY

",1,0
56068665,SEED,1,"Additive manufacturing system

The present invention relates to an additive manufacturing system (1) comprising at least one powder based additive manufacturing machine (2) having a build chamber (3), at least one stationary powder storage container (4), and a powder feeding device (6) for feeding powder from the at least one powder storage container (4) into the build chamber (3), characterized in that said build chamber (3), said stationary powder storage container (4) and said powder feeding device (6) form a part of a powder handling system, which is hermetically sealable in a powder-tight manner and to which a movable powder storage container (31) can be connected, said powder handling system being designed to selectively feed powder from the movable powder storage container (31) to the stationary powder storage container (4) or to remove powder from the build chamber (3) in the hermetically sealed state. Moreover, the present invention relates to a Method for feeding powder into and removing powder from a build chamber (3) of at least one additive manufacturing machine (2), characterized in that the feeding and the removal of the powder takes place within a hermetically sealable powder handling system.",1,0
62488375,SEED,1,"Additive manufacturing of metal alloys and metal alloy matrix composites

An additive manufacturing method of producing a metal alloy article may involve: Providing a supply of a metal alloy in powder form; providing a supply of a nucleant material, the nucleant material lowering the nucleation energy required to crystallize the metal alloy; blending the supply of metal alloy powder and nucleant material to form a blended mixture; forming the blended mixture into a first layer; subjecting at least a portion of the first layer to energy sufficient to raise the temperature of the first layer to at least the liquidus temperature of the metal alloy; allowing at least a portion of the first layer to cool to a temperature sufficient to allow the metal alloy to recrystallize; forming a second layer of the blended mixture on the first layer; and repeating the subjecting and allowing steps on the second layer to form an additional portion of the metal alloy article.",1,0
61159994,SEED,1,"System for printing an object and a method for printing an object

A system and a method for printing an object includes a display module arranged to display a two-dimensional representation within a two-dimensional space, the two-dimensional representation being arranged to represent a two-dimensional view of a three-dimensional object within the two-dimensional space; a processing module arranged to transform the two-dimensional representation into a plurality of two-dimensional expressions arranged to individually represent a portion of the three-dimensional object; and a printing module arranged to form the three-dimensional object from a fluid medium arranged to transform its physical state in response to a manipulated illumination exposed thereto, wherein the manipulated illumination exposed to the fluid medium is associated with the plurality of two-dimensional expressions disposed therebetween, and with the inner surface of the printed three-dimensional object being arranged to match the outer surface of a real-world object inserted therein.",1,0
59776673,SEED,1,"A kind of portable 3D printer storage bin

The invention discloses a kind of portable 3D printer storage bin, including casing, case lid and bottom plate, the case lid is hingedly connected to the left side wall top of casing, the right surface of the casing is provided with rising switch and down switch, the right surface top of the casing is provided with clip assembly, the right side wall inner surface of the case lid offers the buckling groove corresponding with clip assembly, and the upper surface of the case lid opens up fluted, and the upper surface of the groove is provided with handheld devices.The present invention is simple in construction, ingenious in design, by using cooperatively for casing and case lid, plays the effect of being effectively protected to protection 3D printer, and by being provided with handheld devices on lid, device is easy to carry；Used cooperatively, can improved the horizontal accuracy of printer with automatic leveling bottom plate, meet the job requirement of 3D printer by bottom plate, the first elevating lever, the second elevating lever, obliquity sensor, controller.",1,0
61654888,SEED,1,"A kind of bi-directional synchronization mixes a 3D printing head

The invention provides a kind of bi-directional synchronization to mix a 3D printing head, including the first head and the second head, the first described head includes barrel and the first discharging syringe needle, barrel is close to the end set You Cansi areas of the first discharging syringe needle, offered in the side wall in Can Si areas and mix a hole so that reinforced wire can from mix an aperture to introduce and from first discharging syringe needle the first discharging opening axial lead；The structure of the second described head and the first head are essentially identical.The coaxial arranged opposite of the second discharging opening of the first discharging opening and the second material pin head of first discharging syringe needle, and the first discharging opening can be axially moved relative to the second discharging opening.The head of the present invention can participate in reinforced wire in 3D printing material during 3D printing, product can be strengthened, toughness reinforcing.The present invention can synchronously be printed from both direction, improve the production efficiency of 3D printing, be also applied for some need both direction isochronous printing situation, expanded the use range of 3D printing.",1,0
